WAFER_ID,sae_features_0,sae_features_1,sae_features_2,sae_features_3,sae_features_4,sae_features_5,sae_features_6,sae_features_7,sae_features_8,sae_features_9,sae_features_10,sae_features_11,sae_features_12,sae_features_13,sae_features_14
-2131929448,8.940702,0.0,0.0,5.1507864,6.3311367,4.3936954,7.5249805,5.6981263,8.053965,4.987202,0.11031664,0.0,7.4648247,9.292331,0.0
-2131929416,9.062783,0.0,0.0,5.1412444,6.4698057,4.4307313,7.6142564,5.775629,7.940846,5.140188,0.00084374286,0.0,7.5091186,9.105039,0.0
-2129929714,8.678792,0.0,0.0,5.22344,6.042903,4.3399887,7.478663,5.7281303,7.9666376,4.853616,0.010182797,0.0,7.3274646,9.0797825,0.0
-2129929698,9.061694,0.0,0.0,5.7665753,6.0639467,4.826248,7.589523,6.068623,8.355505,5.1874895,0.56621534,0.0,7.3967633,9.459892,0.0
-2129929504,9.060156,0.0,0.0,5.680245,6.250059,4.6139317,7.6688123,5.876337,8.333068,5.0755453,0.21291947,0.0,7.5275927,9.401072,0.0
-2045929446,10.222162,0.0,0.0,4.9023075,7.703414,4.311253,8.62881,6.4726305,9.659558,5.623143,0.0,0.0,8.932937,11.29445,0.0
-2039929212,9.309815,0.0,0.0,4.9361696,6.623364,4.168205,7.8571196,6.0785832,8.235597,5.2468996,0.0,0.0,7.89525,9.509566,0.0
-2033929470,9.035355,0.0,0.0,4.9030185,7.01257,4.0127144,8.025539,5.7712045,8.01404,5.091988,0.0,0.0,7.749683,9.058386,0.0
-2033929450,9.38014,0.0,0.0,4.560133,7.2442727,3.868451,7.9492545,5.8178215,8.445873,5.180865,0.0,0.0,8.065844,9.745429,0.0
-2033929434,8.796067,0.0,0.0,3.992931,6.868332,3.5465803,7.2839227,4.9888525,8.015912,4.700403,0.0,0.0,7.7799487,9.375807,0.0
-2033929430,9.276921,0.0,0.0,4.1955833,7.308614,3.6740541,8.058686,5.814107,8.121225,5.048558,0.0,0.0,8.005095,9.663765,0.0
-2033929414,9.148007,0.0,0.0,4.8085337,6.9236283,3.8767338,7.951171,5.8126097,7.9176745,5.1579685,0.0,0.0,7.740841,9.203121,0.0
-1718100544,9.927656,0.0,0.0,6.079912,6.7191744,5.0650716,8.216653,6.546754,9.05371,5.670659,0.14603332,0.0,8.286566,10.163275,0.0
-1718100536,10.209407,0.0,0.0,6.158573,6.978374,5.110851,8.441056,6.6480336,9.406686,5.7923965,0.12603648,0.0,8.428142,10.569331,0.0
-1716100432,9.525686,0.0,0.0,4.9594975,6.9192185,4.138259,8.119497,6.1529,8.13872,5.412272,0.0,0.0,7.8902817,9.561067,0.0
-1714100694,10.530532,0.0,0.0,5.083817,8.434756,4.1442523,9.304559,6.740179,9.557357,5.7997103,0.0,0.0,9.2325535,10.838793,0.0
-1714100690,10.741257,0.0,0.0,5.980114,8.0698595,4.85921,9.242197,7.0126715,9.822827,6.098319,0.0,0.0,9.154106,11.096965,0.0
-1714100686,10.319099,0.0,0.0,5.3704653,7.9604244,4.4272776,8.908259,6.6853323,9.862673,5.6516857,0.0,0.0,9.032371,11.127813,0.0
-1714100682,9.661254,0.0,0.0,4.418119,7.8511963,3.7012568,8.567724,6.0444283,8.62308,5.2109346,0.0,0.0,8.524169,10.2253,0.0
-1714100520,8.959756,0.0,0.0,4.6113467,6.7678432,3.8195167,7.74125,5.6798,7.7264833,5.0454555,0.0,0.0,7.5895424,8.992791,0.0
-1696100360,9.537168,0.0,0.0,4.451872,7.693401,3.6905022,8.5267935,6.156794,8.759854,5.210785,0.0,0.0,8.433151,10.24146,0.0
-1690100610,9.286356,0.0,0.0,5.0654154,6.831845,4.1732535,7.944114,6.1667156,8.499753,5.2781663,0.0,0.0,7.9963703,9.592082,0.0
-903170198,8.468472,0.0,0.0,5.8313327,5.72112,4.69106,7.227707,5.709145,7.576626,5.0220084,0.3828527,0.0,6.8515534,8.274494,0.0
-903170194,10.059138,0.0,0.0,6.0594244,6.9062014,5.0441585,8.452352,6.679497,9.217986,5.6666317,0.2155353,0.0,8.39115,10.545689,0.0
-903170172,8.867589,0.0,0.0,4.3840446,6.2155347,3.9039445,7.4998226,5.715507,8.064574,4.856427,0.053724922,0.0,7.4850826,9.90489,0.0
-903170168,8.901122,0.0,0.0,6.3052588,5.9763427,5.033551,7.5605173,5.997157,8.372525,5.1935186,0.3565279,0.0,7.3330665,9.003672,0.0
-903170160,9.702806,0.0,0.0,6.0955667,6.6852827,5.0070767,8.163137,6.407599,8.668573,5.5813622,0.12933475,0.0,8.107502,9.776885,0.0
-903170156,9.902934,0.0,0.0,6.027724,6.9364,4.989126,8.453885,6.5972533,8.980897,5.582676,0.0,0.0,8.373054,10.25855,0.0
-903170152,9.601029,0.0,0.0,5.745646,6.5109854,4.8534865,8.089061,6.54403,8.68483,5.5109205,0.32441276,0.0,8.017832,9.779932,0.0
-903170148,9.633308,0.0,0.0,5.8687453,6.712694,4.817236,8.1156,6.2843924,8.763334,5.4875174,0.19652393,0.0,8.004992,9.912833,0.0
-903170144,9.882921,0.0,0.0,5.820896,6.904895,4.870816,8.381914,6.5264344,8.95569,5.544709,0.017217897,0.0,8.3344965,10.458405,0.0
-903170140,9.952409,0.0,0.0,5.564838,7.12348,4.6512914,8.575744,6.6299105,8.928348,5.6745787,0.0,0.0,8.451809,10.366961,0.0
-903170132,9.647404,0.0,0.0,5.8772717,6.706003,4.8707604,8.135608,6.342821,8.713446,5.4719906,0.09267883,0.0,8.111433,9.98787,0.0
-899170202,8.08882,0.0,0.0,4.64624,6.1478343,3.7649536,7.1255274,5.584778,7.865156,4.48214,0.0,0.0,6.9204884,8.251435,0.0
-899170198,7.631574,0.0,0.0,3.7830052,6.238996,3.4390311,6.4020853,5.2048836,7.5098405,4.3920584,0.0,0.0,6.636755,7.7445154,0.0
-899170186,7.876489,0.0,0.0,3.8962815,6.301142,3.5323062,6.7218275,5.3539343,7.6565285,4.452396,0.0,0.0,6.8323116,8.173366,0.0
-899170156,7.2778125,0.0,0.0,3.3616102,6.1352596,3.0581203,6.2503953,4.930181,7.2094893,4.1479635,0.0,0.0,6.306247,7.5811367,0.0
-897170414,10.382086,0.0,0.0,6.0665,7.118688,5.063327,8.736295,6.798185,9.380695,5.9182343,0.17010045,0.0,8.643918,10.76807,0.0
-897170370,9.770568,0.0,0.0,6.0382113,6.8497386,4.9185104,8.292269,6.508594,8.851338,5.613992,0.0,0.0,8.313358,9.992707,0.0
-879170270,7.51169,0.0,0.0,3.0805278,6.5261526,2.8353071,6.8722844,5.2397814,7.4229617,4.037296,0.0,0.0,6.605506,7.9358044,0.0
-879170254,8.397543,0.0,0.0,2.8501189,6.6460605,2.9589944,7.006729,5.418446,7.928334,4.432112,0.0,0.0,7.3526235,9.528282,0.0
-879170112,7.9956417,0.0,0.0,3.5066578,6.5373936,3.15131,7.0989137,5.1728625,7.6690645,4.344704,0.0,0.0,7.031437,8.677637,0.0
-879170108,8.697313,0.0,0.0,4.6277523,6.8186197,3.933601,7.589722,5.835785,8.424409,4.8290815,0.0,0.0,7.4438877,9.264291,0.0
-879170104,8.889401,0.0,0.0,4.5379605,7.2211213,3.9125757,8.03785,6.0426497,8.601386,4.8795853,0.0,0.0,7.7904277,9.481742,0.0
-879170100,8.117941,0.0,0.0,3.7444398,6.430484,3.4090695,7.0452976,5.3577986,7.913937,4.4253893,0.0,0.0,7.0083356,8.934729,0.0
-879170096,8.177153,0.0,0.0,3.6761565,6.7648697,3.2477694,7.315663,5.3610644,7.919637,4.4477954,0.0,0.0,7.186092,8.831005,0.0
-879170092,8.814832,0.0,0.0,4.4868846,6.828596,3.8796473,7.6165385,5.7917027,8.3219595,4.8933544,0.0,0.0,7.661027,9.313381,0.0
-879170088,8.058714,0.0,0.0,3.9926732,6.537233,3.476623,7.1420407,5.4100533,7.939679,4.4642444,0.0,0.0,7.0576634,8.633106,0.0
-879170076,7.9414563,0.0,0.0,3.8332827,6.5252447,3.5077076,6.773923,5.264722,7.698404,4.438859,0.0,0.0,6.9206934,8.172101,0.0
-879170072,8.738729,0.0,0.0,4.008649,6.867423,3.6137075,7.561241,5.738485,8.340116,4.7279024,0.0,0.0,7.634036,9.550005,0.0
-879170068,7.815723,0.0,0.0,4.137376,6.1410723,3.7428408,6.4568877,5.5131407,7.680281,4.512052,0.0,0.0,6.79844,7.756557,0.0
-877170366,8.567885,0.0,0.0,4.0947948,6.5517387,3.778912,7.331546,5.8049335,8.315025,4.694856,0.0,0.0,7.404643,9.270326,0.0
-877170350,7.3904595,0.0,0.0,3.5324392,6.188132,3.2913527,6.339891,5.0385365,7.321877,4.1405253,0.0,0.0,6.585958,7.482016,0.0
-877170338,8.038017,0.0,0.0,4.0308766,6.439931,3.5824265,6.884328,5.3343554,7.7041183,4.435519,0.0,0.0,6.978637,8.418542,0.0
-877170330,7.4877925,0.0,0.0,3.65976,6.279562,3.2823896,6.548269,5.0263042,7.3969507,4.1915135,0.0,0.0,6.5304985,7.7621756,0.0
-877170326,7.5662227,0.0,0.0,3.7700884,6.183132,3.3827868,6.564217,5.14614,7.4172583,4.2577806,0.0,0.0,6.598545,7.71878,0.0
-877170322,8.257114,0.0,0.0,3.9343698,6.708873,3.6033812,7.0832677,5.4479547,8.0001955,4.554468,0.0,0.0,7.2231274,8.697865,0.0
-877170272,7.62497,0.0,0.0,3.8256204,6.1114416,3.4626284,6.4513364,5.1627893,7.462449,4.29381,0.0,0.0,6.65398,7.8021626,0.0
-877170268,8.685758,0.0,0.0,4.131918,6.61602,3.783239,7.326207,5.8432255,8.357274,4.8160257,0.0,0.0,7.5410314,9.373438,0.0
-877170264,7.5958138,0.0,0.0,3.802342,6.1780186,3.478952,6.3811812,5.1878304,7.4049215,4.3405447,0.0,0.0,6.6755714,7.6784387,0.0
-877170260,7.0664816,0.0,0.0,3.2858503,5.9189806,3.0710459,6.17776,4.942878,7.02325,3.9586263,0.0,0.0,6.2037873,7.2598233,0.0
-873170366,7.5126624,0.0,0.0,2.9649239,6.399208,2.9586525,6.389518,4.8827367,7.279278,4.0641904,0.0,0.0,6.741165,7.727028,0.0
-873170354,7.727588,0.0,0.0,3.0576658,6.6275644,3.0400438,6.6963496,4.9879055,7.44717,4.043788,0.0,0.0,6.906492,8.022255,0.0
-873170346,7.7244964,0.0,0.0,3.0424795,6.4350176,3.0560017,6.5508637,4.8731613,7.3162932,4.1686563,0.0,0.0,6.9273787,7.9978795,0.0
-873170338,7.6464224,0.0,0.0,3.354835,6.127684,3.327402,6.23401,4.750136,7.3061123,4.233823,0.0,0.0,6.706265,7.8398247,0.0
-873170334,7.8354864,0.0,0.0,3.280454,6.650022,2.9098363,7.2115846,5.1902127,7.673695,4.123416,0.0,0.0,6.8578267,8.663714,0.0
-873170318,8.347105,0.0,0.0,3.6328948,6.625709,3.5304627,6.897747,5.11924,7.823578,4.4841175,0.0,0.0,7.3965945,8.589261,0.0
-873170306,7.543869,0.0,0.0,3.2050683,6.3447957,3.005763,6.610995,5.082172,7.2462945,4.130822,0.0,0.0,6.7592187,7.883373,0.0
-873170272,7.0141625,0.0,0.0,2.7392514,5.976721,2.799551,5.865721,4.6360593,6.826432,3.8673918,0.0,0.0,6.29838,7.1363254,0.0
-873170248,6.9656186,0.0,0.0,2.7639053,6.086862,2.7416072,6.040908,4.7335258,6.8771415,3.8091156,0.0,0.0,6.306382,7.160524,0.0
29494096,9.56059,0.0,0.0,4.2135015,7.8100657,3.55513,8.354974,5.9804335,8.875478,5.1508913,0.0,0.0,8.510562,10.291222,0.0
29494108,9.337143,0.0,0.0,4.6882863,7.1961126,3.840334,8.151168,5.892203,8.590922,5.0609775,0.0,0.0,8.081022,9.964791,0.0
29494116,9.668447,0.0,0.0,4.304629,7.9062223,3.6227279,8.526764,6.023889,8.950229,5.180362,0.0,0.0,8.508839,10.500376,0.0
29494136,9.814157,0.0,0.0,4.4640594,7.8594937,3.7532496,8.530988,6.15187,9.232123,5.2672944,0.0,0.0,8.695383,10.742069,0.0
29494154,9.324499,0.0,0.0,5.040897,6.6268277,4.2900963,7.824072,6.0310273,8.437852,5.3179517,0.0,0.0,8.024996,9.528479,0.0
29494162,9.763161,0.0,0.0,5.121838,7.4869,4.2290025,8.440735,6.328382,9.26351,5.40746,0.0,0.0,8.544789,10.130067,0.0
29494170,9.473073,0.0,0.0,4.6273136,7.2961006,3.8651662,8.111022,5.9074025,8.704131,5.138394,0.0,0.0,8.18764,10.085111,0.0
31494168,9.313908,0.0,0.0,5.0161257,6.911779,4.2043347,8.12731,6.1686625,8.426812,5.2523875,0.0,0.0,8.0193405,9.607014,0.0
31494350,9.485124,0.0,0.0,4.764466,7.145876,4.039889,8.222091,6.0610385,8.779071,5.1116853,0.0,0.0,8.183205,10.109713,0.0
31494354,9.02725,0.0,0.0,4.9460816,6.5305414,4.1466045,7.786516,5.769315,8.156054,4.9807653,0.0,0.0,7.7565174,9.512303,0.0
31494362,9.272739,0.0,0.0,4.842431,6.978576,4.0407524,8.117869,6.1434965,8.444768,5.176194,0.0,0.0,8.13296,9.653505,0.0
31494370,9.280718,0.0,0.0,5.10117,6.703581,4.344579,7.9146156,5.9303837,8.2590275,5.145116,0.0,0.0,7.938834,9.666071,0.0
31494374,9.637761,0.0,0.0,4.9353642,7.234501,4.2387066,8.309412,6.2661967,8.971368,5.355594,0.0,0.0,8.414613,10.234047,0.0
31494378,9.334635,0.0,0.0,4.8339906,6.956881,4.102321,8.146689,6.11967,8.598362,5.1868477,0.0,0.0,8.152524,9.915537,0.0
33494116,9.148782,0.0,0.0,4.6803093,6.7704196,4.0079784,7.882087,6.0140214,8.521472,5.0687895,0.0,0.0,8.006958,9.794104,0.0
33494120,9.51973,0.0,0.0,4.8757315,6.8069677,4.3091063,8.121316,6.1656795,8.448533,5.362303,0.0,0.0,8.0736,10.066632,0.0
33494136,9.152177,0.0,0.0,4.670903,6.651767,3.9505925,7.836916,5.733741,8.083414,5.093197,0.0,0.0,7.805527,9.438703,0.0
33494166,9.489838,0.0,0.0,4.6688204,7.006971,4.0500727,8.102523,6.181281,8.976912,5.310479,0.0,0.0,8.283564,10.158889,0.0
35494162,9.574402,0.0,0.0,5.012409,7.0933194,4.215032,8.455922,6.343667,8.832802,5.2264924,0.0,0.0,8.203536,10.268519,0.0
35494392,9.396625,0.0,0.0,5.0761285,6.6937385,4.238898,8.106075,6.0209184,8.416312,5.168589,0.0,0.0,8.033421,9.936872,0.0
37494386,9.782126,0.0,0.0,4.645044,7.747152,3.7829504,8.550727,6.147041,9.086408,5.3169756,0.0,0.0,8.536405,10.477368,0.0
37494408,9.47639,0.0,0.0,4.4639225,7.44879,3.6846924,8.280083,6.006472,8.532493,5.236293,0.0,0.0,8.165172,9.89646,0.0
37494420,9.741878,0.0,0.0,5.094385,7.095841,4.219807,8.157747,6.1294136,8.804135,5.444592,0.0,0.0,8.125402,10.1373005,0.0
37494428,9.654763,0.0,0.0,4.508986,7.685567,3.7293334,8.4813175,6.0505195,8.808014,5.2632456,0.0,0.0,8.350049,10.189071,0.0
37494432,9.650358,0.0,0.0,4.497463,7.574274,3.7137737,8.380261,6.0659347,8.821352,5.283725,0.0,0.0,8.40105,10.23288,0.0
37494444,9.912835,0.0,0.0,5.0634828,7.6561217,4.129708,8.712112,6.349785,9.190973,5.4617367,0.0,0.0,8.55432,10.483628,0.0
39494162,10.110657,0.0,0.0,4.8685513,7.932413,4.002793,8.76038,6.42544,9.458951,5.515806,0.0,0.0,8.857042,10.824558,0.0
39494170,9.792077,0.0,0.0,4.541768,7.709727,3.7545457,8.546483,6.1295347,9.070018,5.2656956,0.0,0.0,8.495041,10.632542,0.0
39494368,9.34142,0.0,0.0,4.26149,7.18447,3.5855818,8.075174,5.861533,8.360067,5.0177836,0.0,0.0,8.046604,9.915668,0.0
39494376,9.467912,0.0,0.0,4.291708,7.2967267,3.6029534,8.149872,5.9198956,8.574913,5.0515246,0.0,0.0,8.163769,10.18926,0.0
39494380,9.84064,0.0,0.0,4.537164,7.706693,3.7531724,8.576512,6.145519,8.95314,5.3029475,0.0,0.0,8.497786,10.671456,0.0
39494388,9.623288,0.0,0.0,5.1717353,7.0456376,4.2304187,8.182726,6.113816,8.729915,5.3741345,0.0,0.0,8.049217,10.046614,0.0
41494394,9.601812,0.0,0.0,4.9336324,7.158271,4.0718036,8.118957,5.9700046,8.856022,5.238801,0.0,0.0,8.118118,10.263594,0.0
41494428,9.425497,0.0,0.0,3.940868,7.727378,3.3201418,8.355162,5.8497114,8.914028,4.9508786,0.0,0.0,8.410312,10.486412,0.0
41494452,9.657155,0.0,0.0,3.9747803,7.7444816,3.4569726,8.273767,5.9064093,8.735563,5.1352754,0.0,0.0,8.443986,10.349489,0.0
43494166,10.011715,0.0,0.0,5.010186,7.780984,4.161972,8.677418,6.3785906,9.229393,5.550028,0.0,0.0,8.793445,10.548308,0.0
43494170,9.816784,0.0,0.0,4.9051037,7.5787053,4.0453086,8.583965,6.271721,9.19201,5.3443494,0.0,0.0,8.504869,10.664209,0.0
43494178,9.501626,0.0,0.0,4.0831223,7.518995,3.4428873,8.272496,5.8890085,8.792136,4.9487867,0.0,0.0,8.250041,10.424788,0.0
43494194,9.829311,0.0,0.0,4.414584,7.994311,3.6786928,8.766896,6.3068604,9.062411,5.3029027,0.0,0.0,8.725326,10.625062,0.0
43494206,9.4047985,0.0,0.0,4.6699033,7.1901536,3.8776245,8.053262,5.831273,8.682046,5.0813804,0.0,0.0,8.076593,10.113155,0.0
43494368,9.349265,0.0,0.0,4.2313313,7.538347,3.5117579,8.285457,5.8939104,8.610753,4.9787803,0.0,0.0,8.236618,10.177592,0.0
1270253716,9.479198,0.0,0.0,4.4565363,7.335619,3.7446465,8.325326,6.135063,8.456559,5.282788,0.0,0.0,8.23627,9.951705,0.0
1270253720,10.034965,0.0,0.0,5.0309124,7.8133044,4.077756,8.796752,6.459242,9.180415,5.573588,0.0,0.0,8.74401,10.510853,0.0
1270253728,10.208058,0.0,0.0,5.7470613,7.4735603,4.670863,8.67657,6.578851,9.267732,5.8348236,0.0,0.0,8.528143,10.293806,0.0
1272253470,9.934575,0.0,0.0,5.8237634,7.124811,4.728959,8.4249525,6.5143747,8.904023,5.6805687,0.0,0.0,8.388578,9.743341,0.0
1272253486,9.631887,0.0,0.0,4.7872105,7.451577,3.9306026,8.414625,6.1774573,8.513229,5.4027658,0.0,0.0,8.208493,9.808001,0.0
1276253498,10.316107,0.0,0.0,5.209221,8.037275,4.2377763,9.070675,6.665069,9.370032,5.8054957,0.0,0.0,8.797001,10.623324,0.0
1276253502,10.012272,0.0,0.0,5.5401287,7.477702,4.510434,8.704219,6.425651,9.167144,5.6661334,0.0,0.0,8.462053,10.124585,0.0
1276253688,10.397743,0.0,0.0,5.273584,8.14237,4.28197,9.172035,6.68378,9.514099,5.8683815,0.0,0.0,8.8583765,10.7064295,0.0
1286253654,9.220427,0.0,0.0,4.085338,7.3060384,3.4808464,8.146593,5.857476,8.069708,5.0778084,0.0,0.0,8.020928,9.5097475,0.0
1286253712,10.111317,0.0,0.0,4.819449,7.87559,4.063865,8.87463,6.613239,8.84202,5.736465,0.0,0.0,8.709127,10.233587,0.0
1286253720,9.327389,0.0,0.0,5.04647,6.849846,4.222412,7.957242,5.952143,8.151883,5.2477546,0.0,0.0,7.8405523,9.343471,0.0
1286253728,9.1852255,0.0,0.0,4.059426,7.175334,3.5389233,8.033839,5.898249,8.215947,4.9478016,0.0,0.0,8.1235695,9.746035,0.0
1286253732,9.824895,0.0,0.0,4.6026993,7.707924,3.852004,8.638302,6.2605634,8.570205,5.4588904,0.0,0.0,8.428561,9.990959,0.0
1286253752,9.573103,0.0,0.0,4.5923896,7.4622893,3.8046026,8.54675,6.187588,8.464896,5.3325233,0.0,0.0,8.201407,9.762552,0.0
1288253454,9.402749,0.0,0.0,5.0769353,6.858279,4.1920047,8.042557,5.9950833,8.230124,5.2766023,0.0,0.0,7.8913875,9.52122,0.0
1288253458,9.702663,0.0,0.0,4.4297,7.5391293,3.780117,8.5389185,6.325042,8.478337,5.4739327,0.0,0.0,8.359712,10.100157,0.0
1288253462,9.233618,0.0,0.0,4.23215,7.2853947,3.533852,8.2606325,5.9316325,8.137269,5.0904465,0.0,0.0,8.034884,9.56975,0.0
1288253470,9.138996,0.0,0.0,4.1133904,7.2264366,3.4935346,8.042368,5.8168507,8.025704,5.023671,0.0,0.0,7.9842477,9.409487,0.0
1288253474,9.700269,0.0,0.0,5.3600345,7.16563,4.455183,8.338002,6.394556,8.560095,5.576922,0.0,0.0,8.2381315,9.710123,0.0
1288253478,9.933612,0.0,0.0,4.6261635,7.68204,3.884871,8.673535,6.3704133,8.647689,5.5579233,0.0,0.0,8.572445,10.414834,0.0
1288253482,9.6943,0.0,0.0,4.7755017,7.508009,3.95327,8.576937,6.345505,8.552436,5.485825,0.0,0.0,8.390177,9.89837,0.0
1288253490,9.270825,0.0,0.0,5.025858,6.8899565,4.117613,7.9848676,5.9345913,8.130061,5.2228775,0.0,0.0,7.892369,9.320521,0.0
1288253494,8.973407,0.0,0.0,3.9498315,7.1438155,3.3911638,7.9796906,5.7361846,7.890657,4.9137053,0.0,0.0,7.836024,9.319641,0.0
1288253502,9.104955,0.0,0.0,4.91394,6.7192335,4.0882297,7.801701,5.800698,7.944465,5.1627603,0.0,0.0,7.6954274,9.039653,0.0
1288253648,9.77941,0.0,0.0,4.6200886,7.4385695,3.9293704,8.508999,6.3269224,8.535349,5.4481688,0.0,0.0,8.44176,10.059599,0.0
1290253650,10.170467,0.0,0.0,5.39606,7.607227,4.4752774,8.68762,6.9636874,9.445748,5.900514,0.0,0.0,8.766928,10.353476,0.0
1290253654,10.157783,0.0,0.0,5.6955276,7.3705163,4.719889,8.632731,6.6347895,8.978797,5.8065405,0.0,0.0,8.517785,10.198099,0.0
1290253662,9.746397,0.0,0.0,4.5917315,7.670845,3.8344703,8.638118,6.2448387,8.526192,5.4102964,0.0,0.0,8.399992,9.958736,0.0
1290253716,9.470746,0.0,0.0,6.2763305,6.3915725,5.0421762,7.942997,6.215502,8.468801,5.5053997,0.22698255,0.0,7.6299863,9.305851,0.0
1290253728,9.700433,0.0,0.0,4.6596503,7.594243,3.8383455,8.698812,6.2952094,8.647794,5.376847,0.0,0.0,8.382807,9.897773,0.0
1290253732,9.261908,0.0,0.0,4.6561623,6.9316587,3.880138,8.022523,6.135226,8.333217,5.1941743,0.0,0.0,8.03637,9.556512,0.0
1290253744,9.829046,0.0,0.0,4.843718,7.5682693,4.0102987,8.665174,6.419174,8.607994,5.622074,0.0,0.0,8.447666,10.014013,0.0
1290253756,10.204072,0.0,0.0,5.7247143,7.523321,4.6614504,8.748975,6.6408405,8.936705,5.9083834,0.0,0.0,8.529969,10.128936,0.0
1292253514,10.249971,0.0,0.0,4.8517923,8.078196,4.0743527,9.09067,6.689467,9.04702,5.772037,0.0,0.0,8.883389,10.568233,0.0
1292253518,9.5869875,0.0,0.0,4.3615227,7.4739003,3.7111673,8.421265,6.20666,8.422747,5.3127203,0.0,0.0,8.255136,9.873462,0.0
1292253526,10.3349495,0.0,0.0,5.8783603,7.4416814,4.8123116,8.847435,6.7870398,9.05162,6.0057526,0.0,0.0,8.605632,10.304416,0.0
1292253534,10.070125,0.0,0.0,5.157549,7.7744393,4.2122197,8.899865,6.605108,8.839644,5.8123455,0.0,0.0,8.61506,10.098082,0.0
1292253608,9.292639,0.0,0.0,4.3610353,7.3319564,3.5917597,8.310054,5.9545774,8.1928005,5.168851,0.0,0.0,8.002978,9.544643,0.0
1292253612,9.711483,0.0,0.0,4.5576553,7.55365,3.8233118,8.532334,6.2664905,8.618959,5.3811455,0.0,0.0,8.379734,10.04493,0.0
1294253602,9.8705435,0.0,0.0,5.5459337,7.285897,4.549975,8.508703,6.342992,8.8731575,5.5620103,0.0,0.0,8.280678,9.963326,0.0
1294253610,9.929684,0.0,0.0,4.8556447,7.61106,4.006611,8.697097,6.386439,8.879325,5.6471562,0.0,0.0,8.509152,10.334857,0.0
1294253796,9.804698,0.0,0.0,5.410733,7.0938973,4.4383955,8.369408,6.35942,8.619286,5.586302,0.0,0.0,8.206577,9.964947,0.0
1294253808,9.855994,0.0,0.0,4.789085,7.5535703,3.9467177,8.667705,6.379434,8.632327,5.5435553,0.0,0.0,8.42121,10.244214,0.0
1296253506,9.604062,0.0,0.0,4.6583896,7.3857374,3.8500638,8.431217,6.2024193,8.515635,5.3945155,0.0,0.0,8.283584,9.846574,0.0
1296253510,9.881607,0.0,0.0,5.474507,7.402077,4.446915,8.533071,6.5224786,9.1509,5.698035,0.0,0.0,8.481805,9.989552,0.0
1296253518,9.894436,0.0,0.0,4.9976697,7.7872195,4.0489416,8.784377,6.4053054,9.02005,5.53833,0.0,0.0,8.591083,9.938412,0.0
1296253538,10.620747,0.0,0.0,5.330715,8.213982,4.4539227,9.20639,6.9378614,9.287147,6.086313,0.0,0.0,9.142158,10.6253195,0.0
1296253550,10.042345,0.0,0.0,5.7201395,7.340852,4.708622,8.563847,6.496593,8.782497,5.750297,0.0,0.0,8.357739,9.8923235,0.0
1296253558,9.893156,0.0,0.0,5.436482,7.206155,4.537244,8.365807,6.380827,8.703994,5.702483,0.0,0.0,8.294213,9.716769,0.0
1296253608,10.162438,0.0,0.0,5.6510854,7.5367794,4.6286216,8.930565,6.9207125,9.409678,5.7999353,0.0,0.0,8.659376,10.279817,0.0
1300253518,9.515719,0.0,0.0,4.382159,7.346837,3.7215176,8.202034,6.050243,8.303512,5.2873735,0.0,0.0,8.163532,9.687572,0.0
1300253526,10.054303,0.0,0.0,4.8507752,7.735209,4.019488,8.705728,6.434676,8.832487,5.683238,0.0,0.0,8.606994,10.282744,0.0
1300253600,9.948167,0.0,0.0,5.518782,7.2103424,4.5209966,8.460535,6.3630853,8.757564,5.696799,0.0,0.0,8.187743,9.992604,0.0
1300253620,9.451347,0.0,0.0,5.230794,6.9755864,4.251398,8.14914,6.0563684,8.233558,5.377645,0.0,0.0,7.916841,9.366,0.0
1302253578,11.208014,0.0,0.0,5.8130383,8.616119,4.8332086,9.676241,7.3181906,10.058683,6.416292,0.0,0.0,9.586717,11.231833,0.0
1302253764,10.496628,0.0,0.0,5.0419765,8.443012,4.1505895,9.155613,6.384292,10.058474,5.572792,0.0,0.0,9.177384,11.322512,0.0
1302253792,10.108469,0.0,0.0,4.699233,8.003117,4.006475,8.859587,6.412144,9.248954,5.487783,0.0,0.0,8.937793,10.664565,0.0
1304253534,10.113179,0.0,0.0,4.665062,7.944968,3.9873457,8.825794,6.414165,9.13754,5.5443015,0.0,0.0,8.89363,10.608317,0.0
1304253554,10.821835,0.0,0.0,5.9925947,8.214183,4.9046316,9.201856,6.704189,9.996239,6.1122227,0.0,0.0,9.101552,10.8952,0.0
1304253562,10.385218,0.0,0.0,5.6013865,7.7596507,4.66277,8.827269,6.5729914,9.590197,5.8695626,0.0,0.0,8.799584,10.658747,0.0
1304253566,9.936823,0.0,0.0,4.712502,7.7148013,4.004964,8.608958,6.434723,8.786657,5.526553,0.0,0.0,8.608455,10.164878,0.0
1304253572,10.098474,0.0,0.0,5.6062927,7.442234,4.6363335,8.551181,6.373294,8.969869,5.7610836,0.0,0.0,8.45488,10.044161,0.0
1306253578,9.955578,0.0,0.0,5.4083605,7.2978206,4.505156,8.474069,6.448849,8.988756,5.6426578,0.0,0.0,8.402391,10.284513,0.0
1306253582,9.500367,0.0,0.0,5.1704907,6.88314,4.3239098,8.119407,6.2357674,8.426919,5.3866944,0.0,0.0,8.018795,9.816465,0.0
1306253590,10.32402,0.0,0.0,4.896179,8.124191,4.1143103,9.098676,6.6005874,9.218534,5.7237096,0.0,0.0,8.904497,10.563558,0.0
