WAFER_ID,sae_features_0,sae_features_1,sae_features_2,sae_features_3,sae_features_4,sae_features_5,sae_features_6,sae_features_7,sae_features_8,sae_features_9,sae_features_10,sae_features_11,sae_features_12,sae_features_13,sae_features_14,sae_features_15,sae_features_16,sae_features_17,sae_features_18,sae_features_19,sae_features_20,sae_features_21,sae_features_22,sae_features_23,sae_features_24,sae_features_25,sae_features_26,sae_features_27,sae_features_28,sae_features_29,sae_features_30,sae_features_31,sae_features_32,sae_features_33,sae_features_34,sae_features_35,sae_features_36,sae_features_37,sae_features_38,sae_features_39,sae_features_40,sae_features_41,sae_features_42,sae_features_43,sae_features_44,sae_features_45,sae_features_46,sae_features_47,sae_features_48,sae_features_49,sae_features_50,sae_features_51,sae_features_52,sae_features_53,sae_features_54,sae_features_55,sae_features_56,sae_features_57,sae_features_58,sae_features_59,sae_features_60,sae_features_61,sae_features_62,sae_features_63
-897170370,2.1835608,3.1516814,3.0291543,3.6816485,5.5254974,3.148736,2.3883066,0.0,0.0,1.2675997,6.304801,0.0,6.625968,3.9476936,6.15827,4.633354,4.0704517,0.0,6.082557,3.779538,2.817211,3.5734665,3.9328094,5.241713,4.1248746,0.0,0.0,0.0,9.345685,3.5868547,3.3084834,0.0,1.9603659,4.4218764,0.73635775,3.9905672,6.895848,1.9452553,0.0,4.1198215,0.7932187,7.5626416,5.69073,0.0,3.6348362,0.0,0.0,2.6506639,0.0,7.0577207,0.0,5.2782617,1.4904281,4.242279,1.8881414,2.418768,5.297471,5.328108,2.6512191,2.721962,6.579212,1.7270787,0.8416976,0.0
-879170270,1.4621698,1.5144986,2.7314608,6.086593,4.8158045,3.319342,0.0,0.080786735,0.0,0.0,4.724205,0.0,4.0765734,6.2386713,6.2401953,1.6067563,5.3900595,0.0,1.7018051,4.64449,0.68951505,2.2208781,0.9754689,3.1408641,5.6258545,0.0,0.0,0.0,4.2515283,2.1033378,3.9774883,0.0,0.0,4.3463955,1.1952357,5.4196777,5.465932,0.42930967,0.0,3.2711842,0.0,1.5448068,1.7835178,0.0,4.1717076,0.098376706,0.0,3.2867897,0.0,1.8423764,1.036394,5.2208023,2.9787843,2.7362568,2.735623,3.096712,0.51677084,5.9539385,0.0,3.9606352,4.667927,2.1633344,3.1635025,0.0
-879170254,1.4642333,1.6175424,2.9777899,6.2316785,5.244076,4.061307,0.0,0.0,0.0,0.41223606,5.0334406,0.0,4.118786,6.755838,6.8056283,2.2213645,5.9378185,0.0,2.0687847,5.1397085,0.7596028,2.283905,1.2907256,3.5826151,6.0831494,0.0,0.0,0.0,4.127585,2.0892792,4.7426286,0.0,0.0,5.0667095,0.911768,5.738256,6.2115593,0.5173232,0.0,3.8745513,0.0,1.5982088,2.0463002,0.0,4.017449,0.0,0.0,3.8065488,0.0,2.8260403,0.8505259,5.79566,2.9794104,2.6891835,2.6649058,2.9337301,1.1858534,6.3627667,0.38231558,4.606924,4.867445,2.263278,3.4949217,0.0
-879170112,1.2206353,1.5290344,3.1316075,6.368581,5.3359437,3.8726172,0.0,0.0,0.0,0.040864445,5.2869153,0.0,4.306399,6.871834,6.472562,1.9632057,5.8648486,0.0,2.1533816,5.1037498,0.5827246,2.2482462,1.0142663,3.4324033,5.8872185,0.0,0.0,0.0,4.063868,2.06346,4.5296216,0.0,0.0,4.81717,0.89117235,5.869706,6.3350143,0.6160966,0.0,3.5953238,0.0,1.6285914,1.9840258,0.0,4.2031612,0.0,0.0,3.7640028,0.0,2.5134623,1.0467503,5.7175856,3.166234,2.8586285,2.632973,2.9466436,0.85063094,6.362321,0.0,4.458638,4.7566633,2.4420972,3.4298038,0.0
-879170108,0.8338724,1.6078364,3.2676215,6.768286,5.8806252,3.9859595,0.0,0.0,0.0,0.0,5.9186387,0.0,4.9534655,7.086211,6.8029127,2.2231371,6.3529134,0.0,2.3483703,5.215303,0.1969027,2.4597266,0.8579827,3.5606709,6.2202287,0.0,0.0,0.0,4.5497155,2.1281953,4.989803,0.0,0.11691387,4.994102,0.8335087,6.2428584,6.537918,0.57055414,0.0,3.6117122,0.0,1.7523603,2.3115385,0.0,4.0335555,0.0,0.0,4.066583,0.0,2.638029,1.2769904,6.0368752,3.2509596,3.26924,2.6686814,3.2747982,1.0211354,6.5802426,0.0,4.092492,4.938281,2.4499936,3.539104,0.0
-879170104,1.4854581,1.6521317,3.4351292,6.770385,6.303696,4.689395,0.0,0.0,0.0,0.1944038,6.005196,0.0,5.2810407,7.4130864,6.8659015,2.5828621,6.695564,0.0,2.6308165,5.7810626,0.3187793,2.7975485,0.8674863,3.9455316,6.24903,0.0,0.0,0.0,4.4674044,2.1894495,5.4043126,0.0,0.21971576,5.309925,0.87367463,6.5604143,6.8470564,0.45013005,0.0,4.305755,0.0,1.685707,2.0720007,0.0,4.151331,0.0,0.0,4.4448404,0.0,3.0211573,1.6513698,6.5854864,3.58746,3.6062298,3.2373567,3.595421,1.5412196,6.6858644,0.15456529,4.599272,5.1925564,2.7226121,4.2191644,0.0
-879170100,0.93015087,1.6201771,3.2079,6.317559,5.473039,3.6358066,0.0,0.0014624228,0.0,0.21150306,5.526232,0.0,4.532728,7.0115347,6.439177,1.7811756,6.059361,0.0,2.0973616,5.1208057,0.42969832,2.3140156,1.0252285,3.3730996,6.179769,0.0,0.0,0.0,4.327402,2.1786456,4.616311,0.0,0.0,4.7646866,1.0757415,5.9605165,6.530358,0.5185233,0.0,3.3878655,0.0,1.7426612,1.934429,0.0,4.027751,0.0,0.0,3.789602,0.0,2.599692,1.1779625,6.1353283,3.3258865,2.9912658,2.5783632,3.1728878,0.6460401,6.385434,0.14284371,4.2746615,4.7029986,2.5958827,3.3588564,0.0
-879170096,1.0845355,1.5585247,3.1700604,6.435251,5.344116,3.8821545,0.0,0.0,0.0,0.016943147,5.293549,0.0,4.3657703,6.882729,6.5313215,1.9769557,5.8839526,0.0,2.1233277,5.1139364,0.51600415,2.2122912,1.0210111,3.463759,5.9532495,0.0,0.0,0.0,4.1280723,2.1369429,4.642117,0.0,0.0,4.8225727,0.8753357,5.900184,6.3628097,0.54292023,0.0,3.6188922,0.0,1.7323635,2.0159698,0.0,4.153092,0.0,0.0,3.7785456,0.0,2.6168468,0.9684137,5.7909665,3.1691382,2.855767,2.5636768,2.9849787,0.84478587,6.4378557,0.0,4.3462453,4.7877955,2.3546934,3.3686478,0.0
-879170092,1.5911132,1.6030588,3.3449352,6.7574706,5.9096165,4.6602836,0.0,0.0,0.0,0.37557456,5.578835,0.0,4.9182143,7.169547,6.8151064,2.6418142,6.4472604,0.0,2.5253792,5.627842,0.5011482,2.7988145,1.0550114,3.783817,6.166044,0.0,0.0,0.0,4.0951576,1.9827807,5.1986184,0.0,0.31012684,5.246678,0.66316587,6.4894447,6.657477,0.5286479,0.0,4.3187184,0.0,1.7496389,2.2909532,0.0,4.0529685,0.0,0.0,4.239671,0.0,3.0413923,1.4417257,6.385938,3.1777043,3.185202,2.9687254,3.3327243,1.7267108,6.438858,0.39033255,4.637049,5.153937,2.6980078,4.1398563,0.0
-879170088,0.96945536,1.6570348,3.2242744,6.3127656,5.397064,3.629615,0.0,0.0019185389,0.0,0.17171036,5.5686426,0.0,4.528696,7.0053706,6.3921213,1.8214397,6.0034547,0.0,2.1160147,5.0900073,0.45315096,2.350277,1.0830679,3.3688943,6.172587,0.0,0.0,0.0,4.3599396,2.1305318,4.621685,0.0,0.0,4.7230964,1.0819919,5.9494557,6.5732193,0.5733746,0.0,3.362829,0.0,1.734632,1.9682857,0.0,4.033956,0.0,0.0,3.750934,0.0,2.561854,1.1544521,6.1332784,3.330043,3.0167603,2.5496302,3.1512516,0.7013021,6.3466463,0.14466241,4.303524,4.729614,2.6264832,3.320317,0.0
-879170076,1.1740835,1.4823118,3.9884615,6.205615,6.1334496,4.4688716,0.0,0.0,0.0,0.0,5.097749,0.0,4.4783115,6.594993,6.470467,2.271405,6.191622,0.0,2.200718,5.6643133,0.47092354,2.3796322,1.1135826,3.5056984,5.626817,0.0,0.0,0.0,3.9018135,2.4785712,4.5845356,0.0,0.3084006,5.552687,0.803849,6.0795593,5.8007,0.2328598,0.0,4.4954247,0.0,1.3653282,1.3483285,0.0,3.360694,0.0,0.0,3.8791444,0.0,2.6027687,1.4246453,5.83671,2.9022036,3.2788796,3.1995838,2.9205003,0.97792464,6.07991,0.0,3.2386143,4.6237645,1.8075225,4.3024197,0.0
-879170072,1.51299,1.610115,3.347831,6.8419266,5.9739547,4.598407,0.0,0.0,0.0,0.2555356,5.7035294,0.0,5.0025215,7.2824674,6.8206143,2.513045,6.4375563,0.0,2.6305966,5.63878,0.41377318,2.7629359,1.014893,3.8360422,6.0785446,0.0,0.0,0.0,4.223943,1.9421484,5.1655126,0.0,0.32610136,5.2345524,0.65897626,6.45628,6.5797634,0.5001648,0.0,4.268832,0.0,1.7041605,2.3218732,0.0,4.0730324,0.0,0.0,4.234822,0.0,2.9669082,1.421802,6.3180127,3.2667966,3.3105466,2.9350781,3.366706,1.563352,6.572069,0.2428188,4.5685425,5.1005683,2.6429322,4.0300517,0.0
-879170068,0.8302426,1.5244653,3.6782427,6.0997133,5.944863,4.195726,0.0,0.0,0.0,0.0,5.0892587,0.0,4.340188,6.5040383,6.315351,2.0476143,6.0545573,0.0,2.0053663,5.544832,0.2993054,2.3325613,0.87179184,3.2031016,5.709485,0.0,0.0,0.0,3.8791363,2.4436104,4.51674,0.0,0.1486648,5.2733626,0.857328,6.0463552,5.741664,0.23955636,0.0,4.0831037,0.0,1.2125778,1.3431884,0.0,3.3928204,0.0,0.0,3.745858,0.0,2.3021362,1.4145154,5.8090706,2.851894,3.0448267,2.7624304,2.7092903,0.7880131,6.0225797,0.0,3.1882882,4.470043,1.8279381,4.0102935,0.0
-877170366,1.3780837,1.6514661,3.4097097,6.3544893,6.0712543,4.3218846,0.0,0.0,0.0,0.08159286,5.6202207,0.0,4.98454,7.0462837,6.59,2.4742599,6.4253063,0.0,2.3133812,5.6583796,0.29167292,2.6623912,1.1166872,3.6490796,6.0625405,0.0,0.0,0.0,4.4930954,2.3973255,5.026771,0.0,0.06316164,5.1700454,1.0874435,6.32829,6.657997,0.20377399,0.0,4.2137203,0.0,1.5052413,1.629907,0.0,3.9522567,0.0,0.0,4.1592655,0.0,3.0054028,1.4815183,6.4934354,3.486616,3.4415042,3.0957077,3.3047853,1.2023226,6.3904686,0.062954634,4.281595,4.999187,2.5831795,3.9862845,0.0
-877170350,1.3127816,1.5035332,3.7104998,5.897034,5.8019576,3.7878532,0.0,0.0,0.0,0.0,4.561305,0.0,4.35503,6.278636,6.182115,1.9437457,5.840905,0.0,1.8334558,5.1707306,0.26317614,2.3407216,1.1766415,3.0983086,5.3657646,0.0,0.0,0.0,3.6010497,2.4431033,4.2661777,0.0,0.18667242,5.2785254,0.84001935,5.980368,5.3908787,0.24299525,0.0,4.275314,0.0,1.1486229,0.9077664,0.0,3.5206974,0.0,0.0,3.6526492,0.0,2.4474456,1.0909823,5.627961,2.9086375,2.8465264,2.7733715,2.6960487,0.5332472,5.690578,0.0,3.1834896,4.3010683,1.9725708,3.8776784,0.0
-877170338,1.3667959,1.2632983,3.9649196,5.7966495,5.7991176,4.8027415,0.0,0.0,0.0,0.0,4.69676,0.0,4.1231976,6.0639677,6.0996594,2.9042244,6.318393,0.0,2.374924,5.5901,0.75824,3.2291198,1.8614215,3.279764,5.544545,0.0,0.0,0.0,3.451563,2.7971025,4.2957883,0.0,0.0,5.1654954,1.3684176,5.706164,5.46503,0.2931146,0.0,4.2129407,0.0,1.1159931,1.8765627,0.0,3.4294972,0.0,0.0,4.084665,0.0,2.524762,1.8335463,5.963805,2.7516224,3.6116748,3.4601796,2.8048494,1.9517676,5.7019625,0.24717417,3.1958282,4.981725,1.9786593,4.4730067,0.0
-877170330,1.0834281,1.3874729,3.685751,5.937165,5.846955,3.8592749,0.0,0.006953834,0.0,0.0,4.885673,0.0,4.3468556,6.296996,6.210383,1.914265,5.954985,0.0,1.8464775,5.2161374,0.18746492,2.2163668,1.0398188,3.1383407,5.4637837,0.0,0.0,0.0,3.7455447,2.3816361,4.296355,0.0,0.0,5.25674,0.88329047,5.9043436,5.576366,0.15959597,0.0,4.1173053,0.0,1.2503238,0.9785336,0.0,3.56244,0.0,0.0,3.621806,0.0,2.4106596,1.1695443,5.524745,2.9027755,2.9397106,2.9402673,2.6777961,0.46716255,5.7398577,0.0,3.0389419,4.469599,1.8159871,3.886887,0.0
-877170326,1.2824064,1.497291,3.712267,5.8394856,5.793655,3.695389,0.0,0.0,0.0,0.0,4.5862594,0.0,4.27169,6.2356987,6.0673866,1.8947507,5.784566,0.0,1.8481396,5.0953417,0.25162953,2.277078,1.1450243,3.0920622,5.261606,0.0,0.0,0.0,3.5700939,2.3478127,4.2560983,0.0,0.24228987,5.271457,0.8277131,5.897504,5.304485,0.28511614,0.0,4.2430153,0.0,1.1440767,0.9187401,0.0,3.4928627,0.0,0.0,3.6176088,0.0,2.3837242,0.98559165,5.4911985,2.851809,2.7340646,2.7391305,2.6373186,0.43687236,5.661896,0.0,3.1547024,4.178835,1.9563618,3.8761075,0.0
-877170322,1.0854664,1.4710214,3.9177167,6.195003,6.083255,4.7227373,0.0,0.0,0.0,0.0,4.90034,0.0,4.3686223,6.456297,6.376746,2.603672,6.1464987,0.0,2.2795632,5.6142387,0.7165178,2.6753054,1.2927107,3.577136,5.481873,0.0,0.0,0.0,3.7259874,2.52262,4.4722753,0.0,0.35349396,5.450002,0.8043516,5.8998322,5.7140293,0.37337366,0.0,4.4150934,0.0,1.4159181,1.7966363,0.0,3.3646169,0.0,0.0,4.0510097,0.0,2.663163,1.5355724,5.846431,2.6579304,3.4435682,3.1643324,2.8625844,1.4153527,6.0037684,0.0,3.3122735,4.7035127,1.8314078,4.343174,0.0
-877170272,1.1354246,1.4101158,4.0309834,6.00676,5.9640994,4.5336986,0.0,0.0,0.0,0.0,4.7891693,0.0,4.2540884,6.412909,6.276092,2.2186782,6.10532,0.0,2.2413101,5.6842,0.55463564,2.3473735,1.2090095,3.4410307,5.4558163,0.0,0.0,0.0,3.6820323,2.4960127,4.435935,0.0,0.34732103,5.552823,0.8369207,5.9414096,5.6481166,0.26232505,0.0,4.4261174,0.0,1.3317448,1.3748504,0.0,3.146295,0.0,0.0,3.9129832,0.0,2.6569922,1.4629014,5.8645196,2.7488093,3.194948,3.135209,2.8411798,1.1541313,6.016126,0.0,3.2296708,4.5867915,1.7318939,4.28187,0.0
-877170268,1.4379059,1.4672719,3.5020888,6.473542,6.26573,5.16224,0.0,0.0,0.0,0.0,5.1072817,0.0,4.600811,6.744824,6.753375,3.1813848,6.277395,0.0,2.2373211,5.8738694,0.699753,2.9176476,1.10283,3.7884076,5.6557865,0.0,0.0,0.0,3.9580033,2.44429,4.8833833,0.0,0.24212223,5.3202333,0.5969563,6.197107,6.1258807,0.4164305,0.0,4.4895387,0.0,1.3352106,2.2472215,0.0,3.7374356,0.0,0.0,4.3049583,0.0,2.863939,1.8760834,6.233369,2.9155197,3.663332,3.3124893,3.1535163,1.8759063,6.0606565,0.0,3.819954,5.194779,2.0969555,4.4552507,0.0
-877170264,0.73494965,1.2499822,3.927982,5.845805,5.5842624,4.224262,0.0,0.0,0.0,0.0,4.6841564,0.0,3.842125,5.913335,5.768272,2.2014832,5.8895273,0.0,2.37834,5.211401,0.48431155,2.827943,1.5430155,2.7533545,5.305223,0.0,0.0,0.0,3.3780127,2.5844429,4.1458774,0.0,0.018442838,5.037509,1.1312314,5.2998943,5.2726855,0.4293065,0.0,3.5333006,0.0,0.9046371,1.6169208,0.0,3.1189985,0.0,0.0,3.774445,0.0,2.1492434,1.3565546,5.4712768,2.6698627,3.2796977,2.8583233,2.5321445,1.3175956,5.6158357,0.0,2.8192139,4.362136,1.7011707,3.6488018,0.0
-877170260,1.016676,1.3447064,3.4955246,5.653717,5.786454,3.515187,0.0,0.15321513,0.0,0.0,4.6111655,0.0,4.160843,6.0503535,5.9295206,1.676084,5.726135,0.0,1.746533,4.892156,0.0,1.9700704,1.0097542,3.0118475,5.072659,0.0,0.0,0.0,3.483505,2.1638024,4.0904765,0.0,0.17508806,5.16678,0.7808513,5.663548,5.10012,0.18174729,0.0,4.027634,0.0,1.1192437,0.8316976,0.0,3.3520594,0.0,0.0,3.480673,0.0,2.2180984,0.82838804,5.2003736,2.7486858,2.4976306,2.7232094,2.461754,0.2124244,5.729257,0.0,3.0297172,3.8829522,1.8144538,3.711627,0.0
-873170366,1.6472578,1.7890124,4.587061,4.0877423,5.967841,2.88259,0.7541696,0.19265415,0.0,0.0,5.302702,0.0,4.0554852,5.179227,5.652959,1.7570049,6.401205,0.0,3.123591,5.631668,0.32065406,1.7568293,2.3942163,3.9170637,4.9697123,0.0,0.0,0.0,3.6839986,2.2791991,4.2566137,0.0,1.3086816,5.7801666,1.5494748,5.114623,4.0118628,0.0,0.0,3.781531,0.0,2.0028071,1.4782853,0.0,3.1372962,0.0,0.0,3.4255192,0.0,3.660658,0.14302738,4.228269,3.3903592,3.070053,3.6968558,2.5562067,1.7106059,5.3370147,0.0,1.4698294,3.5310843,0.0,3.69738,0.0
-873170354,1.6827391,1.7798687,4.6475463,3.766415,5.9213076,2.8871055,0.80995625,0.2333006,0.0,0.0,5.260796,0.0,4.1827483,5.148707,5.7367406,1.9042132,6.3227835,0.0,3.0268743,5.5782933,0.34472242,1.5089415,2.4534903,4.241559,4.871901,0.0,0.0,0.0,3.9305298,2.330092,4.2456665,0.0,1.1953678,5.7928777,1.6477628,5.245122,3.9803283,0.0,0.0,3.6471512,0.0,2.126321,1.8072944,0.0,3.0822332,0.0,0.0,3.3630733,0.0,3.8471148,0.073904805,4.121942,3.4926999,3.3137243,4.0430284,2.6026845,1.972705,5.4886427,0.0,1.2289448,3.6458635,0.0,3.8826232,0.0
-873170346,1.6453756,1.8898969,4.7718315,3.9166243,6.202569,3.1585064,0.8085031,0.06355284,0.0,0.0,5.3817744,0.0,4.3433685,5.201514,5.8490167,1.8350953,6.2652283,0.0,3.3471556,5.64399,0.52094114,1.4572203,2.5861988,4.4530563,5.090715,0.0,0.0,0.0,4.097706,2.3330698,4.521544,0.0,1.3707815,5.9751806,1.4582332,5.3816495,4.335659,0.0,0.0,3.8820777,0.0,2.1069915,1.6845112,0.0,3.1496043,0.0,0.0,3.4667184,0.0,4.249017,0.11726801,4.249375,3.7073896,3.2790933,4.027884,2.4922519,2.1321015,5.7150855,0.0,1.2179204,3.737913,0.0,3.8599653,0.0
-873170338,1.497681,2.0137973,4.876712,4.049718,5.7328415,3.1357865,1.088585,0.0,0.0,0.0,5.3391957,0.0,4.186099,5.1508565,5.568606,2.4512043,6.341779,0.0,3.5160003,5.312488,0.80583394,1.8256375,2.861689,3.906353,4.6722755,0.0,0.0,0.0,3.669543,1.9211588,4.400776,0.0,1.5030494,6.219798,1.974932,4.976564,4.690354,0.17091934,0.0,3.4838295,0.0,1.9058197,1.941903,0.0,3.0646193,0.0,0.0,3.3645582,0.0,4.0174046,0.41323763,3.9911876,3.7318912,3.319746,3.933851,2.0499184,2.6466548,5.4119115,0.0,1.214826,3.706096,0.0,3.7951539,0.0
-873170334,1.2088886,1.5223395,2.7975755,5.835701,4.880827,3.492694,0.0,0.0,0.0,0.17917584,4.8710093,0.0,3.9401922,6.4497976,6.3401566,1.684546,5.412985,0.0,1.7949247,4.8095794,0.6845602,1.9343903,1.2540494,3.1630883,5.5922794,0.0,0.0,0.0,3.8291757,1.8141162,4.189036,0.0,0.0,4.6169043,0.81753707,5.2501473,5.912684,0.57637155,0.0,3.214947,0.0,1.4269426,1.8113286,0.0,3.99731,0.0,0.0,3.6607723,0.0,2.377331,0.84856313,5.2524242,3.0830212,2.444884,2.3978615,2.7062533,0.7256487,5.822638,0.0,4.1384,4.4421415,2.2006602,3.0446877,0.0
-873170318,1.6497192,2.1177487,4.937474,3.7065058,6.504222,3.2770796,1.0124933,0.0,0.0,0.0,5.5196805,0.0,4.7212124,5.210997,5.725626,2.1551578,6.026807,0.0,3.8195338,5.741027,0.8705701,1.4374229,2.7143946,4.7130246,5.0298963,0.0,0.0,0.0,4.3409934,2.4453413,4.7198076,0.0,1.656461,6.127814,1.7376348,5.3999295,4.347633,0.0,0.0,3.9075925,0.0,2.110543,2.0467727,0.0,2.9514654,0.0,0.0,3.6155307,0.0,4.5975223,0.2701965,4.3725724,3.880077,3.5066268,4.1669626,2.4736166,2.5330954,5.7256603,0.0,1.1409165,3.7626667,0.0,4.073388,0.0
-873170306,1.733948,1.4015744,2.5319057,5.771555,3.7191155,3.4507442,0.0,0.0,0.0,0.9989447,4.4365425,0.0,3.202479,5.929334,5.57721,2.4886293,5.0148973,0.0,1.3076651,3.4443827,1.0906283,2.7934587,2.1209288,2.987846,5.152324,0.0,0.0,0.0,3.519982,1.7317593,3.831454,0.0,0.05799814,4.029824,1.3145226,5.285122,5.952031,1.399861,0.0,3.140822,0.73949355,1.8086123,2.6414673,0.0,4.1899743,0.0,0.0,2.9332016,0.0,2.2557666,0.70372844,5.0894394,2.7386405,2.5698495,2.4611995,2.464355,1.520827,5.3185835,0.6736231,5.2477508,4.3450956,3.1369233,2.8268106,0.0
-873170272,1.3557874,1.6259165,4.321686,4.0609446,5.7558565,2.7128928,0.42865044,0.390137,0.0,0.0,5.0885353,0.0,3.88805,4.916572,5.273272,1.4244072,6.199253,0.0,2.9029582,5.2973123,0.0036540926,1.5313902,2.1698577,3.541463,4.6915846,0.0,0.0,0.0,3.4346957,1.9698728,3.925193,0.0,1.1722443,5.5832624,1.2021849,4.8822517,3.922665,0.0,0.0,3.6334817,0.0,1.7462664,1.1193058,0.0,2.9302883,0.0,0.0,3.1522794,0.0,3.3295398,0.0030742334,4.043864,3.2246163,2.7826672,3.456473,2.350392,1.3982579,5.197785,0.0,1.4427018,3.3473136,0.040516503,3.4042149,0.0
-873170248,1.4253672,1.6690658,4.3045177,4.1032534,5.747899,2.6734319,0.42951626,0.38160196,0.0,0.0,5.072337,0.0,3.8563104,4.924603,5.2862377,1.4211384,6.1810837,0.0,2.85711,5.287654,0.05595267,1.6092501,2.1601214,3.5172598,4.713371,0.0,0.0,0.0,3.4510643,2.0302663,3.942861,0.0,1.1490408,5.531711,1.2175094,4.893611,3.8813367,0.0,0.0,3.6304188,0.0,1.7282417,1.1620777,0.0,2.95606,0.0,0.0,3.1701841,0.0,3.272746,0.0904174,4.0965247,3.2220953,2.7528303,3.4114938,2.385733,1.3075774,5.1853805,0.0,1.5122046,3.3630407,0.12476902,3.4297516,0.0
29494096,3.4976234,3.182694,6.4466176,0.0,6.735923,0.17071807,4.050255,0.0,0.0,0.0,6.204367,0.0,7.308922,1.6281109,5.6281652,3.4439797,2.9749951,0.0,7.4390197,3.6982307,4.189716,0.0,4.8743367,7.476581,1.7363936,0.0,0.0,0.0,10.137599,4.1012473,3.017018,0.0,3.9012651,6.8652167,1.0206548,4.1164722,1.6899091,0.0,0.0,3.8942373,0.0,7.6148973,4.4868135,0.0,2.300674,0.0,0.0,1.9479681,0.0,10.612756,0.0,3.045639,1.606639,4.7899604,3.6021059,2.4347622,6.0126376,4.7232943,0.0,0.0,7.354935,0.0,1.4469808,0.0
29494108,3.3199024,3.2194114,6.641018,0.0,6.6214447,0.56819046,4.0600486,0.0,0.0,0.0,6.2566786,0.0,7.2115316,1.8346037,5.6257725,3.6843646,3.106329,0.0,7.383935,3.9320636,4.0681977,0.17768805,4.4937606,7.6882186,1.5847462,0.0,0.0,0.0,9.87634,3.9010947,3.1805978,0.0,3.7559042,6.896634,1.300342,4.3589597,1.791209,0.0,0.0,3.769836,0.0,7.734057,4.440688,0.0,2.4431117,0.0,0.0,2.1065168,0.0,10.55125,0.0,2.7786243,1.8809202,4.6639676,3.7379324,2.2576857,5.8193855,4.807749,0.0,0.0,7.143276,0.0,1.729271,0.0
29494116,3.6118965,3.2127824,6.511927,0.0,6.8657727,0.14346299,4.130251,0.0,0.0,0.0,6.3545613,0.0,7.488368,1.676081,5.7185683,3.5141892,3.0224588,0.0,7.551997,3.6913686,4.2978473,0.055002242,4.9003015,7.5851817,1.715388,0.0,0.0,0.0,10.269783,4.1919284,3.0692217,0.0,3.9525359,6.942537,0.9977245,4.171887,1.7815812,0.0,0.0,3.9852316,0.0,7.7166524,4.550445,0.0,2.3580098,0.0,0.0,1.9596875,0.0,10.744593,0.0,3.0595374,1.5976406,4.941512,3.6539736,2.420342,6.1383824,4.772158,0.0,0.0,7.4054832,0.0,1.4367774,0.0
29494136,3.936083,3.2513566,6.636464,0.0,6.8795705,0.23007907,4.214339,0.0,0.0,0.0,6.503065,0.0,7.583766,1.6076186,5.763282,3.623218,3.1751597,0.0,7.699565,3.7324781,4.4591246,0.20104823,5.1523485,7.586292,1.8194852,0.0,0.0,0.0,10.343757,4.4385743,2.9788785,0.0,3.8627307,7.120015,1.0507911,4.2386675,1.6477882,0.0,0.0,3.947635,0.0,7.906323,4.621041,0.0,2.490042,0.0,0.0,1.9366889,0.0,10.792766,0.0,3.2576795,1.4866716,5.124202,3.8799314,2.5926042,6.3020554,4.648229,0.0,0.0,7.536106,0.0,1.4242451,0.0
29494154,2.5323217,3.9387288,4.0038204,4.0759935,4.662905,3.269774,2.296026,0.0,0.0,0.51267105,5.875911,0.0,5.799789,4.042261,5.0600066,4.1511335,3.8553238,0.0,5.8919034,4.190439,2.5883458,2.5073168,4.3462825,5.7248898,3.6669674,0.0,0.0,0.0,9.075421,2.7757869,3.1073546,0.0,1.7627808,4.244479,0.6140465,5.0915046,6.3035293,1.3773792,0.0,4.154147,0.1415714,6.250544,7.022372,0.0,3.0915644,0.0,0.0,1.8338056,0.0,6.991174,0.0,5.5679426,0.7838038,4.9348297,1.4425789,3.5164666,4.929209,5.426258,1.9456443,3.009781,6.391116,2.9338465,0.6143396,0.0
29494162,3.7355673,3.3552551,7.045117,0.0,6.678363,0.9546644,4.321084,0.0,0.0,0.0,6.436545,0.0,7.1135454,2.6950498,5.6829057,3.3371475,3.8819177,0.0,7.11918,4.1434608,4.6154027,0.5836593,4.346834,8.064924,2.1130521,0.0,0.0,0.0,9.714936,3.6571953,3.5256503,0.0,3.523933,6.9599304,1.3759751,4.923397,1.9816008,0.6489085,0.0,3.9766004,0.0,7.350085,4.5306067,0.0,3.1657138,0.0,0.0,2.3542848,0.0,10.125911,0.0,3.0145266,2.6945555,5.057967,4.291457,2.365538,6.1129565,5.206772,0.34913552,0.0,6.8866453,0.0,2.21792,0.0
29494170,3.6253777,3.32546,6.5203567,0.0,6.6036935,0.29815382,4.1815853,0.0,0.0,0.0,6.3323026,0.0,7.241868,1.7753786,5.649927,3.512582,3.2262957,0.0,7.41854,3.96776,4.189233,0.146083,4.860836,7.36338,1.645476,0.0,0.0,0.0,9.93892,4.1845927,2.9503984,0.0,4.039805,6.868351,1.1490941,4.002355,1.7763197,0.02025843,0.0,3.7914898,0.0,7.7466674,4.3584676,0.0,2.5171096,0.0,0.0,2.15876,0.0,10.707891,0.0,3.208417,1.7342143,4.7323227,3.6757226,2.5161774,6.15329,4.5794597,0.0,0.0,7.236073,0.0,1.3736601,0.0
